country_or_region,year,material_type,management_type,quantity
Mozambique,None,paper_cardboard,,12.0
Mauritania,None,paper_cardboard,,7.0
Malawi,None,paper_cardboard,,
Malawi,None,paper_cardboard,,
Malaysia,None,paper_cardboard,,12.9
Namibia,None,paper_cardboard,,20.0
Niger,None,paper_cardboard,,2.0
Nigeria,None,paper_cardboard,,7.0
Nigeria,None,paper_cardboard,,10.0
Nigeria,None,paper_cardboard,,17.0
Nigeria,None,paper_cardboard,,14.4
Nigeria,None,paper_cardboard,,10.0
Nicaragua,None,paper_cardboard,,2.6
Nicaragua,None,paper_cardboard,,8.57
Netherlands,None,paper_cardboard,,18.0
Netherlands,None,paper_cardboard,,19.0
Norway,None,paper_cardboard,,18.0
Norway,None,paper_cardboard,,
Nepal,None,paper_cardboard,,11.38
Nepal,None,paper_cardboard,,17.97
Nepal,None,paper_cardboard,,17.12
Nepal,None,paper_cardboard,,10.91
Nepal,None,paper_cardboard,,17.31
Nepal,None,paper_cardboard,,18.38
Nepal,None,paper_cardboard,,12.97
Nepal,None,paper_cardboard,,11.36
Nepal,None,paper_cardboard,,12.95
Nepal,None,paper_cardboard,,11.17
Nepal,None,paper_cardboard,,13.18
Nepal,None,paper_cardboard,,11.35
New Zealand,None,paper_cardboard,,10.5
New Zealand,None,paper_cardboard,,28.0
Oman,None,paper_cardboard,,
Pakistan,None,paper_cardboard,,4.1
Pakistan,None,paper_cardboard,,2.5
Pakistan,None,paper_cardboard,,12.9
Panama,None,paper_cardboard,,26.0
Panama,None,paper_cardboard,,
Panama,None,paper_cardboard,,
Peru,None,paper_cardboard,,9.44
Philippines,None,paper_cardboard,,4.0
Philippines,None,paper_cardboard,,8.65
Palau,None,paper_cardboard,,22.0
Papua New Guinea,None,paper_cardboard,,11.5
Poland,None,paper_cardboard,,
Poland,None,paper_cardboard,,20.48
Portugal,None,paper_cardboard,,15.0
Portugal,None,paper_cardboard,,11.08
Paraguay,None,paper_cardboard,,10.2
Paraguay,None,paper_cardboard,,11.5
Paraguay,None,paper_cardboard,,6.0
West Bank and Gaza,None,paper_cardboard,,
Qatar,None,paper_cardboard,,
Romania,None,paper_cardboard,,11.0
Romania,None,paper_cardboard,,13.58
Russian Federation,None,paper_cardboard,,17.0
Russian Federation,None,paper_cardboard,,29.7
Russian Federation,None,paper_cardboard,,45.0
Rwanda,None,paper_cardboard,,16.13
Rwanda,None,paper_cardboard,,
Saudi Arabia,None,paper_cardboard,,14.0
Saudi Arabia,None,paper_cardboard,,12.2
Senegal,None,paper_cardboard,,
Solomon Islands,None,paper_cardboard,,6.6
Sierra Leone,None,paper_cardboard,,
El Salvador,None,paper_cardboard,,19.0
Somalia,None,paper_cardboard,,19.9
Serbia,None,paper_cardboard,,22.69
Serbia,None,paper_cardboard,,16.26
South Sudan,None,paper_cardboard,,12.0
Slovak Republic,None,paper_cardboard,,4.36
Slovak Republic,None,paper_cardboard,,27.0
Slovenia,None,paper_cardboard,,
Sweden,None,paper_cardboard,,10.0
Sweden,None,paper_cardboard,,24.8
Syrian Arab Republic,None,paper_cardboard,,6.6
Togo,None,paper_cardboard,,
Thailand,None,paper_cardboard,,15.18
Tajikistan,None,paper_cardboard,,
Tajikistan,None,paper_cardboard,,25.0
Turkmenistan,None,paper_cardboard,,7.0
Timor-Leste,None,paper_cardboard,,18.0
Tonga,None,paper_cardboard,,7.4
Tonga,None,paper_cardboard,,7.4
Tunisia,None,paper_cardboard,,21.31
Tunisia,None,paper_cardboard,,10.0
Tunisia,None,paper_cardboard,,9.0
Turkey,None,paper_cardboard,,11.8
Turkey,None,paper_cardboard,,18.5
Tuvalu,None,paper_cardboard,,10.4
Tanzania,None,paper_cardboard,,4.1
Tanzania,None,paper_cardboard,,9.0
Tanzania,None,paper_cardboard,,9.0
Uganda,None,paper_cardboard,,5.5
Ukraine,None,paper_cardboard,,11.5
Ukraine,None,paper_cardboard,,10.0
Uruguay,None,paper_cardboard,,19.05
United States,None,paper_cardboard,,20.3
United States,None,paper_cardboard,,0.11
United States,None,paper_cardboard,,
Uzbekistan,None,paper_cardboard,,
Uzbekistan,None,paper_cardboard,,18.9
"Venezuela, RB",None,paper_cardboard,,
Vietnam,None,paper_cardboard,,5.9
Vietnam,None,paper_cardboard,,3.0
Vanuatu,None,paper_cardboard,,6.1
Samoa,None,paper_cardboard,,7.2
Kosovo,None,paper_cardboard,,
Kosovo,None,paper_cardboard,,12.83
"Yemen, Rep.",None,paper_cardboard,,7.0
South Africa,None,paper_cardboard,,
South Africa,None,paper_cardboard,,7.0
South Africa,None,paper_cardboard,,9.0
South Africa,None,paper_cardboard,,18.2
South Africa,None,paper_cardboard,,19.3
Zambia,None,paper_cardboard,,5.0
Zambia,None,paper_cardboard,,9.0
Zimbabwe,None,paper_cardboard,,5.0
Zimbabwe,None,paper_cardboard,,6.0
Zimbabwe,None,paper_cardboard,,4.8
Zimbabwe,None,paper_cardboard,,5.0
Zimbabwe,None,paper_cardboard,,19.69
Zimbabwe,None,paper_cardboard,,6.7
Zimbabwe,None,paper_cardboard,,7.0
Zimbabwe,None,paper_cardboard,,30.0
Zimbabwe,None,paper_cardboard,,27.0
,None,paper_cardboard,,
Afghanistan,None,plastic,,5.6455
Afghanistan,None,plastic,,9.643
Afghanistan,None,plastic,,10.64
Afghanistan,None,plastic,,11.0
Afghanistan,None,plastic,,12.06
Angola,None,plastic,,12.0
Albania,None,plastic,,11.0
Albania,None,plastic,,11.1
United Arab Emirates,None,plastic,,19.0
United Arab Emirates,None,plastic,,24.23
Argentina,None,plastic,,14.0
Argentina,None,plastic,,11.68
Argentina,None,plastic,,16.0
Armenia,None,plastic,,15.75
Armenia,None,plastic,,9.75
American Samoa,None,plastic,,12.8
Australia,None,plastic,,8.2
Australia,None,plastic,,15.33
Australia,None,plastic,,4.0
Austria,None,plastic,,2.9
Azerbaijan,None,plastic,,10.4
Burundi,None,plastic,,
Burundi,None,plastic,,
Burundi,None,plastic,,
Burundi,None,plastic,,
Belgium,None,plastic,,11.0
Belgium,None,plastic,,
Benin,None,plastic,,
Benin,None,plastic,,4.43
Burkina Faso,None,plastic,,
Burkina Faso,None,plastic,,10.0
Bangladesh,None,plastic,,2.89
Bangladesh,None,plastic,,7.21
Bangladesh,None,plastic,,4.55
Bangladesh,None,plastic,,4.1
Bangladesh,None,plastic,,4.05
Bulgaria,None,plastic,,
Bulgaria,None,plastic,,
Bahrain,None,plastic,,
Bosnia and Herzegovina,None,plastic,,22.3
Bosnia and Herzegovina,None,plastic,,2.5
Belarus,None,plastic,,10.12
Belarus,None,plastic,,8.6
Belize,None,plastic,,13.0
Belize,None,plastic,,21.0
Bolivia,None,plastic,,15.2
Brazil,None,plastic,,14.7
Brazil,None,plastic,,21.15
Brazil,None,plastic,,10.0
Bhutan,None,plastic,,12.1
Bhutan,None,plastic,,13.5
Botswana,None,plastic,,4.5
Canada,None,plastic,,11.0
Canada,None,plastic,,7.3
Canada,None,plastic,,17.0
Switzerland,None,plastic,,
Switzerland,None,plastic,,
Chile,None,plastic,,10.0
China,None,plastic,,12.7
Côte d’Ivoire,None,plastic,,8.0
Cameroon,None,plastic,,12.4
Cameroon,None,plastic,,
Cameroon,None,plastic,,
Cameroon,None,plastic,,
"Congo, Dem. Rep.",None,plastic,,
"Congo, Rep.",None,plastic,,6.2
Colombia,None,plastic,,19.03
Colombia,None,plastic,,9.37
Colombia,None,plastic,,3.21
Comoros,None,plastic,,
Costa Rica,None,plastic,,10.0
Costa Rica,None,plastic,,12.6
Cuba,None,plastic,,8.0
Cyprus,None,plastic,,17.0
Cyprus,None,plastic,,
Czech Republic,None,plastic,,
Czech Republic,None,plastic,,
Germany,None,plastic,,1.6
Germany,None,plastic,,8.0
Djibouti,None,plastic,,
Denmark,None,plastic,,
Dominican Republic,None,plastic,,9.0
Algeria,None,plastic,,16.88
Algeria,None,plastic,,10.5
Ecuador,None,plastic,,14.21
"Egypt, Arab Rep.",None,plastic,,3.8
Spain,None,plastic,,8.2
Spain,None,plastic,,10.4
Estonia,None,plastic,,14.0
Estonia,None,plastic,,0.07
Ethiopia,None,plastic,,6.3
Ethiopia,None,plastic,,5.4
Ethiopia,None,plastic,,12.65
Ethiopia,None,plastic,,5.5
Ethiopia,None,plastic,,1.0
Ethiopia,None,plastic,,4.0
Ethiopia,None,plastic,,7.5
Ethiopia,None,plastic,,1.0
Ethiopia,None,plastic,,6.95
Ethiopia,None,plastic,,10.0
Ethiopia,None,plastic,,3.7
Ethiopia,None,plastic,,2.3
Finland,None,plastic,,
Finland,None,plastic,,15.8
Finland,None,plastic,,17.6
Fiji,None,plastic,,8.0
France,None,plastic,,
France,None,plastic,,16.7
"Micronesia, Fed. Sts.",None,plastic,,25.0
Gabon,None,plastic,,
United Kingdom,None,plastic,,6.0
United Kingdom,None,plastic,,11.0
Georgia,None,plastic,,13.0
Ghana,None,plastic,,10.4
Ghana,None,plastic,,17.6
Guinea,None,plastic,,5.3
"Gambia, The",None,plastic,,
Equatorial Guinea,None,plastic,,22.8
Greece,None,plastic,,0.01
Greece,None,plastic,,13.9
Guatemala,None,plastic,,17.0
Guatemala,None,plastic,,12.0
Guatemala,None,plastic,,11.8
Honduras,None,plastic,,8.0
Honduras,None,plastic,,11.26
Croatia,None,plastic,,21.9
Croatia,None,plastic,,
Haiti,None,plastic,,15.4
Hungary,None,plastic,,15.42
Hungary,None,plastic,,21.2
Indonesia,None,plastic,,13.25
Isle of Man,None,plastic,,
India,None,plastic,,15.0
India,None,plastic,,
India,None,plastic,,
India,None,plastic,,
India,None,plastic,,1.0
India,None,plastic,,
India,None,plastic,,8.61
India,None,plastic,,21.6
India,None,plastic,,
India,None,plastic,,5.0
India,None,plastic,,
India,None,plastic,,15.34
India,None,plastic,,12.0
India,None,plastic,,
India,None,plastic,,
India,None,plastic,,12.0
India,None,plastic,,13.67
India,None,plastic,,2.25
India,None,plastic,,2.11
India,None,plastic,,
India,None,plastic,,
India,None,plastic,,16.0
India,None,plastic,,12.5
India,None,plastic,,
India,None,plastic,,16.08
India,None,plastic,,
India,None,plastic,,10.0
India,None,plastic,,7.0
India,None,plastic,,
India,None,plastic,,
India,None,plastic,,
India,None,plastic,,
India,None,plastic,,
India,None,plastic,,9.12
India,None,plastic,,5.0
India,None,plastic,,
India,None,plastic,,
India,None,plastic,,7.04
India,None,plastic,,3.5
India,None,plastic,,
India,None,plastic,,
India,None,plastic,,
India,None,plastic,,
India,None,plastic,,11.25
India,None,plastic,,
India,None,plastic,,13.0
India,None,plastic,,13.74
Ireland,None,plastic,,8.0
"Iran, Islamic Rep.",None,plastic,,7.0
Iraq,None,plastic,,
Israel,None,plastic,,
Israel,None,plastic,,
Italy,None,plastic,,26.4
Italy,None,plastic,,12.6
Jordan,None,plastic,,16.0
Japan,None,plastic,,11.88
Japan,None,plastic,,13.4
Japan,None,plastic,,19.9
Japan,None,plastic,,31.5
Japan,None,plastic,,8.7
Japan,None,plastic,,15.1
Kazakhstan,None,plastic,,8.3
Kazakhstan,None,plastic,,
Kenya,None,plastic,,
Kenya,None,plastic,,16.1
Kyrgyz Republic,None,plastic,,13.11
Kyrgyz Republic,None,plastic,,7.0
Cambodia,None,plastic,,6.0
Kiribati,None,plastic,,6.6
"Korea, Rep.",None,plastic,,5.9
Kuwait,None,plastic,,
Lao PDR,None,plastic,,12.0
Lebanon,None,plastic,,13.0
Lebanon,None,plastic,,17.0
Liberia,None,plastic,,11.0
Libya,None,plastic,,18.6
Sri Lanka,None,plastic,,10.5
Sri Lanka,None,plastic,,6.2
Sri Lanka,None,plastic,,3.0
Sri Lanka,None,plastic,,4.0
Sri Lanka,None,plastic,,10.5
Sri Lanka,None,plastic,,9.2
Lithuania,None,plastic,,9.9
Lithuania,None,plastic,,19.66
Latvia,None,plastic,,9.0
Latvia,None,plastic,,
Morocco,None,plastic,,
Morocco,None,plastic,,11.0
Morocco,None,plastic,,7.0
Moldova,None,plastic,,9.1
Moldova,None,plastic,,5.0
Madagascar,None,plastic,,11.1
Maldives,None,plastic,,10.0
Maldives,None,plastic,,5.0
Maldives,None,plastic,,6.93
Mexico,None,plastic,,13.16
Mexico,None,plastic,,18.96
Mexico,None,plastic,,16.18
Marshall Islands,None,plastic,,12.5
"Macedonia, FYR",None,plastic,,4.6
"Macedonia, FYR",None,plastic,,12.4
Mali,None,plastic,,16.0
Mali,None,plastic,,
Myanmar,None,plastic,,15.0
Myanmar,None,plastic,,8.0
Montenegro,None,plastic,,15.61
Montenegro,None,plastic,,
Mongolia,None,plastic,,18.0
Northern Mariana Islands,None,plastic,,
Mozambique,None,plastic,,10.0
Mauritania,None,plastic,,21.0
Malawi,None,plastic,,
Malawi,None,plastic,,
Malaysia,None,plastic,,24.74
Namibia,None,plastic,,16.0
Niger,None,plastic,,2.0
Nigeria,None,plastic,,
Nigeria,None,plastic,,15.0
Nigeria,None,plastic,,4.0
Nigeria,None,plastic,,18.8
Nigeria,None,plastic,,9.0
Nicaragua,None,plastic,,6.66
Nicaragua,None,plastic,,8.37
Netherlands,None,plastic,,6.4
Netherlands,None,plastic,,14.0
Norway,None,plastic,,8.0
Norway,None,plastic,,5.0
Nepal,None,plastic,,13.46
Nepal,None,plastic,,9.92
Nepal,None,plastic,,17.85
Nepal,None,plastic,,14.46
Nepal,None,plastic,,20.14
Nepal,None,plastic,,15.56
Nepal,None,plastic,,6.87
Nepal,None,plastic,,5.61
Nepal,None,plastic,,16.19
Nepal,None,plastic,,8.17
Nepal,None,plastic,,11.99
Nepal,None,plastic,,13.24
New Zealand,None,plastic,,11.2
New Zealand,None,plastic,,38.0
Oman,None,plastic,,
Pakistan,None,plastic,,6.4
Pakistan,None,plastic,,0.61
Pakistan,None,plastic,,12.8
Panama,None,plastic,,12.0
Panama,None,plastic,,
Panama,None,plastic,,
Peru,None,plastic,,11.63
Philippines,None,plastic,,15.0
Philippines,None,plastic,,9.64
Palau,None,plastic,,48.0
Papua New Guinea,None,plastic,,18.5
Poland,None,plastic,,
Poland,None,plastic,,14.59
Portugal,None,plastic,,13.0
Portugal,None,plastic,,12.33
Paraguay,None,plastic,,4.2
Paraguay,None,plastic,,10.3
Paraguay,None,plastic,,12.0
West Bank and Gaza,None,plastic,,
Qatar,None,plastic,,
Romania,None,plastic,,9.0
Romania,None,plastic,,9.42
Russian Federation,None,plastic,,13.0
Russian Federation,None,plastic,,5.8
Russian Federation,None,plastic,,13.0
Rwanda,None,plastic,,1.5
Rwanda,None,plastic,,
Saudi Arabia,None,plastic,,16.0
Saudi Arabia,None,plastic,,13.3
Senegal,None,plastic,,
Solomon Islands,None,plastic,,19.5
Sierra Leone,None,plastic,,0.9
El Salvador,None,plastic,,11.0
Somalia,None,plastic,,16.0
Serbia,None,plastic,,14.92
Serbia,None,plastic,,12.08
South Sudan,None,plastic,,20.0
Slovak Republic,None,plastic,,5.78
Slovak Republic,None,plastic,,9.0
Slovenia,None,plastic,,
Sweden,None,plastic,,0.7
Sweden,None,plastic,,10.2
Syrian Arab Republic,None,plastic,,6.9
Togo,None,plastic,,
Thailand,None,plastic,,25.01
Tajikistan,None,plastic,,
Tajikistan,None,plastic,,10.0
Turkmenistan,None,plastic,,3.0
Timor-Leste,None,plastic,,18.0
Tonga,None,plastic,,13.4
Tonga,None,plastic,,13.4
Tunisia,None,plastic,,10.15
Tunisia,None,plastic,,11.0
Tunisia,None,plastic,,9.0
Turkey,None,plastic,,15.9
Turkey,None,plastic,,15.5
Tuvalu,None,plastic,,9.3
Tanzania,None,plastic,,2.0
Tanzania,None,plastic,,9.0
Tanzania,None,plastic,,24.0
Uganda,None,plastic,,1.6
Ukraine,None,plastic,,12.6
Ukraine,None,plastic,,7.0
Uruguay,None,plastic,,15.87
United States,None,plastic,,11.5
United States,None,plastic,,
United States,None,plastic,,
Uzbekistan,None,plastic,,
Uzbekistan,None,plastic,,
"Venezuela, RB",None,plastic,,
Vietnam,None,plastic,,8.6
Vietnam,None,plastic,,16.0
Vanuatu,None,plastic,,7.9
Samoa,None,plastic,,13.04
Kosovo,None,plastic,,
Kosovo,None,plastic,,14.78
"Yemen, Rep.",None,plastic,,10.0
South Africa,None,plastic,,
South Africa,None,plastic,,6.0
South Africa,None,plastic,,3.0
South Africa,None,plastic,,17.7
South Africa,None,plastic,,17.4
Zambia,None,plastic,,8.33
Zambia,None,plastic,,7.0
Zimbabwe,None,plastic,,7.0
Zimbabwe,None,plastic,,11.0
Zimbabwe,None,plastic,,9.1
Zimbabwe,None,plastic,,8.6
Zimbabwe,None,plastic,,18.1
Zimbabwe,None,plastic,,10.2
Zimbabwe,None,plastic,,11.0
Zimbabwe,None,plastic,,40.0
Zimbabwe,None,plastic,,23.0
,None,plastic,,
Afghanistan,None,rubber_leather,,4.9425
Afghanistan,None,rubber_leather,,5.929
Afghanistan,None,rubber_leather,,3.41
Afghanistan,None,rubber_leather,,
Afghanistan,None,rubber_leather,,5.39
Angola,None,rubber_leather,,
Albania,None,rubber_leather,,
Albania,None,rubber_leather,,
United Arab Emirates,None,rubber_leather,,
United Arab Emirates,None,rubber_leather,,1.67
Argentina,None,rubber_leather,,
Argentina,None,rubber_leather,,
Argentina,None,rubber_leather,,
Armenia,None,rubber_leather,,2.0
Armenia,None,rubber_leather,,2.75
American Samoa,None,rubber_leather,,4.2
Australia,None,rubber_leather,,
Australia,None,rubber_leather,,
Australia,None,rubber_leather,,
Austria,None,rubber_leather,,
Azerbaijan,None,rubber_leather,,
Burundi,None,rubber_leather,,
Burundi,None,rubber_leather,,
Burundi,None,rubber_leather,,
Burundi,None,rubber_leather,,
Belgium,None,rubber_leather,,
Belgium,None,rubber_leather,,
Benin,None,rubber_leather,,
Benin,None,rubber_leather,,0.22
Burkina Faso,None,rubber_leather,,
Burkina Faso,None,rubber_leather,,
Bangladesh,None,rubber_leather,,1.06
Bangladesh,None,rubber_leather,,2.09
Bangladesh,None,rubber_leather,,0.74
Bangladesh,None,rubber_leather,,
Bangladesh,None,rubber_leather,,0.42
Bulgaria,None,rubber_leather,,
Bulgaria,None,rubber_leather,,
Bahrain,None,rubber_leather,,
Bosnia and Herzegovina,None,rubber_leather,,0.9
Bosnia and Herzegovina,None,rubber_leather,,
Belarus,None,rubber_leather,,1.75
Belarus,None,rubber_leather,,0.6
Belize,None,rubber_leather,,
Belize,None,rubber_leather,,
Bolivia,None,rubber_leather,,
Brazil,None,rubber_leather,,1.2
Brazil,None,rubber_leather,,
Brazil,None,rubber_leather,,1.0
Bhutan,None,rubber_leather,,3.5
Bhutan,None,rubber_leather,,3.1
Botswana,None,rubber_leather,,
Canada,None,rubber_leather,,
Canada,None,rubber_leather,,
Canada,None,rubber_leather,,
Switzerland,None,rubber_leather,,
Switzerland,None,rubber_leather,,
Chile,None,rubber_leather,,
China,None,rubber_leather,,2.5
Côte d’Ivoire,None,rubber_leather,,
Cameroon,None,rubber_leather,,
Cameroon,None,rubber_leather,,
Cameroon,None,rubber_leather,,
Cameroon,None,rubber_leather,,
"Congo, Dem. Rep.",None,rubber_leather,,
"Congo, Rep.",None,rubber_leather,,
Colombia,None,rubber_leather,,
Colombia,None,rubber_leather,,
Colombia,None,rubber_leather,,
Comoros,None,rubber_leather,,
Costa Rica,None,rubber_leather,,
Costa Rica,None,rubber_leather,,
Cuba,None,rubber_leather,,
Cyprus,None,rubber_leather,,
Cyprus,None,rubber_leather,,
Czech Republic,None,rubber_leather,,
Czech Republic,None,rubber_leather,,
Germany,None,rubber_leather,,
Germany,None,rubber_leather,,
Djibouti,None,rubber_leather,,
Denmark,None,rubber_leather,,
Dominican Republic,None,rubber_leather,,1.0
Algeria,None,rubber_leather,,12.62
Algeria,None,rubber_leather,,
Ecuador,None,rubber_leather,,
"Egypt, Arab Rep.",None,rubber_leather,,
Spain,None,rubber_leather,,
Spain,None,rubber_leather,,
Estonia,None,rubber_leather,,
Estonia,None,rubber_leather,,
Ethiopia,None,rubber_leather,,0.6
Ethiopia,None,rubber_leather,,
Ethiopia,None,rubber_leather,,
Ethiopia,None,rubber_leather,,
Ethiopia,None,rubber_leather,,
Ethiopia,None,rubber_leather,,
Ethiopia,None,rubber_leather,,
Ethiopia,None,rubber_leather,,
Ethiopia,None,rubber_leather,,
Ethiopia,None,rubber_leather,,
Ethiopia,None,rubber_leather,,
Ethiopia,None,rubber_leather,,
Finland,None,rubber_leather,,
Finland,None,rubber_leather,,
Finland,None,rubber_leather,,
Fiji,None,rubber_leather,,0.1
France,None,rubber_leather,,
France,None,rubber_leather,,
"Micronesia, Fed. Sts.",None,rubber_leather,,2.6
Gabon,None,rubber_leather,,
United Kingdom,None,rubber_leather,,
United Kingdom,None,rubber_leather,,
Georgia,None,rubber_leather,,
Ghana,None,rubber_leather,,2.1
Ghana,None,rubber_leather,,1.6
Guinea,None,rubber_leather,,
"Gambia, The",None,rubber_leather,,
Equatorial Guinea,None,rubber_leather,,
Greece,None,rubber_leather,,
Greece,None,rubber_leather,,
Guatemala,None,rubber_leather,,2.0
Guatemala,None,rubber_leather,,1.8
Guatemala,None,rubber_leather,,3.4
Honduras,None,rubber_leather,,2.0
Honduras,None,rubber_leather,,
Croatia,None,rubber_leather,,2.3
Croatia,None,rubber_leather,,
Haiti,None,rubber_leather,,
Hungary,None,rubber_leather,,
Hungary,None,rubber_leather,,
Indonesia,None,rubber_leather,,0.19
Isle of Man,None,rubber_leather,,
India,None,rubber_leather,,
India,None,rubber_leather,,
India,None,rubber_leather,,
India,None,rubber_leather,,
India,None,rubber_leather,,
India,None,rubber_leather,,
India,None,rubber_leather,,1.82
India,None,rubber_leather,,
India,None,rubber_leather,,
India,None,rubber_leather,,1.0
India,None,rubber_leather,,
India,None,rubber_leather,,1.93
India,None,rubber_leather,,
India,None,rubber_leather,,
India,None,rubber_leather,,
India,None,rubber_leather,,
India,None,rubber_leather,,3.91
India,None,rubber_leather,,1.6
India,None,rubber_leather,,1.12
India,None,rubber_leather,,13.0
India,None,rubber_leather,,
India,None,rubber_leather,,
India,None,rubber_leather,,
India,None,rubber_leather,,
India,None,rubber_leather,,
India,None,rubber_leather,,
India,None,rubber_leather,,9.0
India,None,rubber_leather,,6.0
India,None,rubber_leather,,
India,None,rubber_leather,,
India,None,rubber_leather,,
India,None,rubber_leather,,
India,None,rubber_leather,,
India,None,rubber_leather,,0.98
India,None,rubber_leather,,2.0
India,None,rubber_leather,,
India,None,rubber_leather,,
India,None,rubber_leather,,1.45
India,None,rubber_leather,,3.5
India,None,rubber_leather,,
India,None,rubber_leather,,
India,None,rubber_leather,,
India,None,rubber_leather,,
India,None,rubber_leather,,
India,None,rubber_leather,,
India,None,rubber_leather,,3.0
India,None,rubber_leather,,
Ireland,None,rubber_leather,,
"Iran, Islamic Rep.",None,rubber_leather,,0.4
Iraq,None,rubber_leather,,
Israel,None,rubber_leather,,
Israel,None,rubber_leather,,
Italy,None,rubber_leather,,3.32
Italy,None,rubber_leather,,
Jordan,None,rubber_leather,,
Japan,None,rubber_leather,,
Japan,None,rubber_leather,,1.02
Japan,None,rubber_leather,,
Japan,None,rubber_leather,,
Japan,None,rubber_leather,,
Japan,None,rubber_leather,,0.3
Kazakhstan,None,rubber_leather,,0.7
Kazakhstan,None,rubber_leather,,
Kenya,None,rubber_leather,,
Kenya,None,rubber_leather,,
Kyrgyz Republic,None,rubber_leather,,0.27
Kyrgyz Republic,None,rubber_leather,,
Cambodia,None,rubber_leather,,
Kiribati,None,rubber_leather,,1.0
"Korea, Rep.",None,rubber_leather,,2.7
Kuwait,None,rubber_leather,,
Lao PDR,None,rubber_leather,,3.0
Lebanon,None,rubber_leather,,2.0
Lebanon,None,rubber_leather,,2.0
Liberia,None,rubber_leather,,
Libya,None,rubber_leather,,
Sri Lanka,None,rubber_leather,,0.6
Sri Lanka,None,rubber_leather,,0.3
Sri Lanka,None,rubber_leather,,1.0
Sri Lanka,None,rubber_leather,,0.2
Sri Lanka,None,rubber_leather,,0.6
Sri Lanka,None,rubber_leather,,
Lithuania,None,rubber_leather,,
Lithuania,None,rubber_leather,,
Latvia,None,rubber_leather,,
Latvia,None,rubber_leather,,
Morocco,None,rubber_leather,,
Morocco,None,rubber_leather,,
Morocco,None,rubber_leather,,
Moldova,None,rubber_leather,,
Moldova,None,rubber_leather,,
Madagascar,None,rubber_leather,,
Maldives,None,rubber_leather,,
Maldives,None,rubber_leather,,
Maldives,None,rubber_leather,,
Mexico,None,rubber_leather,,
Mexico,None,rubber_leather,,
Mexico,None,rubber_leather,,0.01
Marshall Islands,None,rubber_leather,,7.3
"Macedonia, FYR",None,rubber_leather,,
"Macedonia, FYR",None,rubber_leather,,
Mali,None,rubber_leather,,
Mali,None,rubber_leather,,
Myanmar,None,rubber_leather,,
Myanmar,None,rubber_leather,,
Montenegro,None,rubber_leather,,
Montenegro,None,rubber_leather,,
Mongolia,None,rubber_leather,,
Northern Mariana Islands,None,rubber_leather,,
Mozambique,None,rubber_leather,,
Mauritania,None,rubber_leather,,
Malawi,None,rubber_leather,,
Malawi,None,rubber_leather,,
Malaysia,None,rubber_leather,,2.45
Namibia,None,rubber_leather,,
Niger,None,rubber_leather,,
Nigeria,None,rubber_leather,,
Nigeria,None,rubber_leather,,
Nigeria,None,rubber_leather,,
Nigeria,None,rubber_leather,,
Nigeria,None,rubber_leather,,
Nicaragua,None,rubber_leather,,
Nicaragua,None,rubber_leather,,
Netherlands,None,rubber_leather,,
Netherlands,None,rubber_leather,,
Norway,None,rubber_leather,,
Norway,None,rubber_leather,,
Nepal,None,rubber_leather,,0.91
Nepal,None,rubber_leather,,1.88
Nepal,None,rubber_leather,,0.16
Nepal,None,rubber_leather,,0.0
Nepal,None,rubber_leather,,0.63
Nepal,None,rubber_leather,,0.46
Nepal,None,rubber_leather,,0.11
Nepal,None,rubber_leather,,0.82
Nepal,None,rubber_leather,,0.59
Nepal,None,rubber_leather,,2.22
Nepal,None,rubber_leather,,1.17
Nepal,None,rubber_leather,,0.18
New Zealand,None,rubber_leather,,0.1
New Zealand,None,rubber_leather,,
Oman,None,rubber_leather,,
Pakistan,None,rubber_leather,,2.3
Pakistan,None,rubber_leather,,9.53
Pakistan,None,rubber_leather,,3.1
Panama,None,rubber_leather,,
Panama,None,rubber_leather,,
Panama,None,rubber_leather,,
Peru,None,rubber_leather,,0.54
Philippines,None,rubber_leather,,
Philippines,None,rubber_leather,,
Palau,None,rubber_leather,,
Papua New Guinea,None,rubber_leather,,11.4
Poland,None,rubber_leather,,
Poland,None,rubber_leather,,
Portugal,None,rubber_leather,,
Portugal,None,rubber_leather,,
Paraguay,None,rubber_leather,,0.6
Paraguay,None,rubber_leather,,0.3
Paraguay,None,rubber_leather,,1.0
West Bank and Gaza,None,rubber_leather,,
Qatar,None,rubber_leather,,
Romania,None,rubber_leather,,
Romania,None,rubber_leather,,
Russian Federation,None,rubber_leather,,1.0
Russian Federation,None,rubber_leather,,3.5
Russian Federation,None,rubber_leather,,
Rwanda,None,rubber_leather,,0.36
Rwanda,None,rubber_leather,,
Saudi Arabia,None,rubber_leather,,4.0
Saudi Arabia,None,rubber_leather,,
Senegal,None,rubber_leather,,
Solomon Islands,None,rubber_leather,,3.4
Sierra Leone,None,rubber_leather,,
El Salvador,None,rubber_leather,,
Somalia,None,rubber_leather,,
Serbia,None,rubber_leather,,0.61
Serbia,None,rubber_leather,,0.03
South Sudan,None,rubber_leather,,
Slovak Republic,None,rubber_leather,,0.24
Slovak Republic,None,rubber_leather,,
Slovenia,None,rubber_leather,,
Sweden,None,rubber_leather,,
Sweden,None,rubber_leather,,
Syrian Arab Republic,None,rubber_leather,,
Togo,None,rubber_leather,,
Thailand,None,rubber_leather,,0.83
Tajikistan,None,rubber_leather,,
Tajikistan,None,rubber_leather,,
Turkmenistan,None,rubber_leather,,1.0
